target_coordinates	gene_name	transcript_id	Strand
chr2:208245319-208245424	IDH1	ENST00000345146	-
chr9:34220908-34220948	UBAP1	ENST00000297661	+
chr3:48807649-48807684	PRKAR2A	ENST00000265563	-
chr4:139297385-139297443	NDUFC1	ENST00000394223	-
chr10:75229644-75229701	VDAC2	ENST00000332211	+
chr1:52906519-52906611	ECHDC2	ENST00000371522	-
chr19:19494294-19494383	GATAD2A	ENST00000683918	+
chr1:46574947-46575020	MKNK1	ENST00000371945	-
chr17:31884424-31884505	UTP6	ENST00000261708	-
chr20:35137880-35138005	EDEM2	ENST00000374492	-
chr20:3644154-3644268	ATRN	ENST00000262919	+
chr9:81653974-81654036	TLE1	ENST00000376499	-
chr17:32171043-32171101	RHOT1	ENST00000545287	+
chr1:19140788-19140892	UBR4	ENST00000375254	-
chr1:77641384-77641446	ZZZ3	ENST00000370801	-
chr2:61235845-61235910	USP34	ENST00000398571	-
chr12:56479052-56479181	GLS2	ENST00000311966	-
chr17:43520751-43520879	DHX8	ENST00000262415	+
chr2:27499142-27499208	GCKR	ENST00000264717	+
chr2:219208977-219209049	ZFAND2B	ENST00000289528	+
chr2:61097700-61097852	SANBR	ENST00000402291	+
chr12:68828771-68828931	MDM2	ENST00000258149	+
chr14:77327912-77328037	GSTZ1	ENST00000216465	+
chr2:70289350-70289372	SNRPG	ENST00000272348	-
chr20:25012812-25012939	ACSS1	ENST00000323482	-
chr5:69272892-69273041	CDK7	ENST00000256443	+
chr12:108657304-108657423	CORO1C	ENST00000261401	-
chr16:88842706-88842829	GALNS	ENST00000268695	-
chr17:41772818-41772926	JUP	ENST00000424457	-
chr6:98880553-98880624	FBXL4	ENST00000369244	-
chrX:155046509-155046584	FUNDC2	ENST00000369498	+
chr10:58390765-58390860	TFAM	ENST00000487519	+
chr8:66843452-66843547	SGK3	ENST00000521198	+
chr10:5880298-5880376	ANKRD16	ENST00000380094	-
chr1:20767584-20767664	HP1BP3	ENST00000438032	-
chr16:81022597-81022698	CENPN	ENST00000305850	+
chr11:47734025-47734129	FNBP4	ENST00000263773	-
chr6:30619493-30619601	MRPS18B	ENST00000259873	+
chr6:63684129-63685911	PHF3	ENST00000262043	+
chr17:5428071-5428211	RPAIN	ENST00000381209	+
chr16:14889096-14889215	NOMO1	ENST00000287667	+
chr14:69386963-69387083	ERH	ENST00000557016	-
chr3:42636868-42639750	NKTR	ENST00000232978	+
chr5:134743987-134744052	CAMLG	ENST00000297156	+
chr6:167026547-167026615	CEP43	ENST00000366847	+
chr2:32435496-32435585	BIRC6	ENST00000421745	+
chr12:46365107-46365189	SLC38A2	ENST00000256689	-
chr1:206012508-206012649	CTSE	ENST00000358184	-
chr11:66000303-66000481	EIF1AD	ENST00000527249	-
chr5:138325815-138325904	CDC25C	ENST00000323760	-
chr7:43942954-43943031	UBE2D4	ENST00000222402	+
chr7:111735054-111735167	DOCK4	ENST00000428084	-
chr3:143023975-143024018	U2SURP	ENST00000473835	+
chr5:150755531-150755567	DCTN4	ENST00000627368	-
chr1:178892230-178892307	RALGPS2	ENST00000367635	+
chr13:75840085-75840110	LMO7	ENST00000377534	+
chr4:82848804-82848977	SEC31A	ENST00000395310	-
chr12:53038356-53038411	EIF4B	ENST00000262056	+
chr11:73878779-73878819	PAAF1	ENST00000310571	+
chr4:75653983-75654081	G3BP2	ENST00000359707	-
chr1:51761867-51761971	OSBPL9	ENST00000428468	+
chr19:10680346-10680443	ILF3	ENST00000588657	+
chr17:17818260-17818374	SREBF1	ENST00000261646	-
chr10:5453250-5453346	NET1	ENST00000355029	+
chr5:103186320-103186439	PPIP5K2	ENST00000358359	+
chr1:180043056-180043192	CEP350	ENST00000367607	+
chr2:58162866-58162947	FANCL	ENST00000233741	-
chr9:108898502-108898581	ELP1	ENST00000374647	-
chr6:99468537-99468618	USP45	ENST00000500704	-
chr3:152455542-152455577	MBNL1	ENST00000324210	+
chr2:135616152-135616193	R3HDM1	ENST00000683871	+
chrX:119840646-119840684	UPF3B	ENST00000276201	-
chr21:37122983-37123028	TTC3	ENST00000418766	+
chr4:53414615-53414722	FIP1L1	ENST00000337488	+
chr2:15488894-15489022	NBAS	ENST00000281513	-
chrX:132384663-132384698	MBNL3	ENST00000370853	-
chr8:86477294-86477324	RMDN1	ENST00000406452	-
chr4:53379073-53379117	FIP1L1	ENST00000337488	+
chr22:29272216-29272252	EWSR1	ENST00000397938	+
chr9:136408999-136409067	ENTR1	ENST00000357365	-
chr15:40765860-40765921	GCHFR	ENST00000559445	+
chr10:5714135-5714207	TASOR2	ENST00000695737	+
chr9:26917097-26917165	PLAA	ENST00000397292	-
chr14:23089982-23090101	ACIN1	ENST00000605057	-
chr20:1452493-1452630	NSFL1C	ENST00000216879	-
chr1:39480920-39481030	MACF1	ENST00000564288	+
chr15:42272063-42272123	TMEM87A	ENST00000389834	-
chr7:77330239-77330367	GSAP	ENST00000257626	-
chr12:111455045-111455119	ATXN2	ENST00000542287	-
chr7:100562863-100562946	AGFG2	ENST00000300176	+
chr8:143807552-143807614	SCRIB	ENST00000356994	-
chr19:38728316-38728381	ACTN4	ENST00000440400	+
chr17:18306891-18306966	TOP3A	ENST00000321105	-
chr8:58580517-58580608	SDCBP	ENST00000260130	+
chr3:185689355-185689627	IGF2BP2	ENST00000382199	-
chr12:121320385-121320459	ANAPC5	ENST00000261819	-
chr1:54258069-54258149	SSBP3	ENST00000610401	-
chr20:63604743-63604840	GMEB2	ENST00000370077	-
chr12:56187187-56187306	SMARCC2	ENST00000550164	-
chr9:32386371-32386438	ACO1	ENST00000379923	+
chr16:23642955-23643023	DCTN5	ENST00000300087	+
chr4:73156019-73156166	ANKRD17	ENST00000358602	-
chr17:78998148-78998286	CANT1	ENST00000591773	-
chr17:81847243-81847347	P4HB	ENST00000331483	-
chr21:46219476-46219572	LSS	ENST00000397728	-
chr2:73829405-73829510	STAMBP	ENST00000394073	+
chr1:160343704-160343802	NCSTN	ENST00000438008	+
chr13:45149770-45149788	GTF2F2	ENST00000340473	+
chr5:135350823-135350913	MACROH2A1	ENST00000312469	-
chr6:73600351-73600441	SLC17A5	ENST00000355773	-
chr6:70486167-70486244	FAM135A	ENST00000457062	+
chr14:55667241-55667330	KTN1	ENST00000395314	+
chr19:1433739-1433827	DAZAP1	ENST00000336761	+
chr17:82019510-82019694	CENPX	ENST00000584347	-
chr11:65624195-65624366	PCNX3	ENST00000355703	+
chr4:121816144-121816194	EXOSC9	ENST00000379663	+
chr8:86452559-86452679	WWP1	ENST00000517970	+
chr12:56212996-56213138	RNF41	ENST00000394013	-
chr16:23640252-23640402	PALB2	ENST00000697379	-
chr16:398208-398394	NME4	ENST00000620944	+
chr1:224411427-224411565	WDR26	ENST00000414423	-
chr2:58162866-58162888	FANCL	ENST00000696567	-
chr12:14800752-14800783	WBP11	ENST00000261167	-
chr16:88710223-88710282	CTU2	ENST00000453996	+
chr12:56298609-56298691	CS	ENST00000548567	-
chr14:24122971-24123077	ENSG00000259371	ENST00000558325	+
chr5:1331799-1331883	CLPTM1L	ENST00000320895	-
chr16:28111817-28112006	XPO6	ENST00000304658	-
chr10:84438512-84438707	CCSER2	ENST00000372088	+
chr1:28530523-28530573	RCC1	ENST00000486790	+
chr1:21888668-21888718	HSPG2	ENST00000374673	-
chr16:2527773-2527985	AMDHD2	ENST00000293971	+
chr12:49008426-49008599	PRKAG1	ENST00000548605	-
chr20:16374257-16374409	KIF16B	ENST00000354981	-
chr2:210017790-210017887	RPE	ENST00000452025	+
chr4:152870753-152870848	ARFIP1	ENST00000353617	+
chr2:135933910-135933990	DARS1	ENST00000264161	-
chr16:57125277-57125363	CPNE2	ENST00000565766	+
chr3:32737410-32737490	CNOT10	ENST00000328834	+
chr17:37444696-37444768	TADA2A	ENST00000615182	+
chr3:168040786-168040869	GOLIM4	ENST00000470487	-
chr8:58445907-58446068	UBXN2B	ENST00000399598	+
chr19:1482896-1483020	PCSK4	ENST00000300954	-
chr12:120737356-120737467	ACADS	ENST00000242592	+
chr16:74889703-74889815	WDR59	ENST00000262144	-
chr2:20003161-20003286	MATN3	ENST00000407540	-
chr22:35262323-35262421	HMGXB4	ENST00000216106	+
chr12:109101902-109101999	UNG	ENST00000242576	+
chr7:95367362-95367488	PON3	ENST00000265627	-
chr10:27235092-27235212	ACBD5	ENST00000396271	-
chr21:46145417-46145578	FTCD	ENST00000397746	-
chr1:46643194-46643301	ATPAF1	ENST00000574428	-
chr2:36990648-36990799	HEATR5B	ENST00000233099	-
chr9:14750127-14750276	FREM1	ENST00000380880	-
chr1:155910656-155910804	RIT1	ENST00000368323	-
chr12:56645171-56645353	ATP5F1B	ENST00000262030	-
chr7:95434259-95434333	PON2	ENST00000478801	-
chr17:36598921-36599050	DHRS11	ENST00000618403	+
chr6:118974428-118974574	FAM184A	ENST00000338891	-
chr5:79649062-79649190	TENT2	ENST00000453514	+
chr16:71734609-71734707	AP1G1	ENST00000299980	-
chr11:82930157-82930274	DDIAS	ENST00000533655	+
chr8:52685399-52685520	RB1CC1	ENST00000025008	-
chr11:47499453-47499604	CELF1	ENST00000687097	-
chr10:5794885-5795019	GDI2	ENST00000380191	-
chr9:131494405-131494486	PRRC2B	ENST00000683519	+
chr11:73649012-73649087	PLEKHB1	ENST00000354190	+
chr6:70859329-70859416	SMAP1	ENST00000370452	+
chr9:128973160-128973249	NUP188	ENST00000372577	+
chr19:17512945-17512968	PGLS	ENST00000600923	+
chr6:85641292-85641451	SYNCRIP	ENST00000369622	-
chr10:84140673-84140810	GHITM	ENST00000686583	+
chr1:224393828-224394013	WDR26	ENST00000414423	-
chr1:15214895-15215431	TMEM51	ENST00000376008	+
chr12:81143107-81143247	ACSS3	ENST00000548058	+
chr2:112077192-112077282	TMEM87B	ENST00000283206	+
chr3:19978310-19978403	RAB5A	ENST00000273047	+
chr14:75757831-75757869	TTLL5	ENST00000556893	+
chr8:67216590-67216662	ARFGEF1	ENST00000262215	-
chr14:73279281-73279424	NUMB	ENST00000555238	-
chr14:64417888-64418024	MTHFD1	ENST00000652337	+
chr15:57252421-57252492	TCF12	ENST00000333725	+
chr5:65568918-65568994	PPWD1	ENST00000502703	+
chr15:34867524-34867609	AQR	ENST00000156471	-
chrX:107113397-107113468	RBM41	ENST00000685964	-
chr11:36636051-36636117	IFTAP	ENST00000334307	+
chr6:47580864-47580900	CD2AP	ENST00000359314	+
chr14:55678352-55678444	KTN1	ENST00000395314	+
chr16:2264573-2264760	RNPS1	ENST00000320225	-
chr14:35548508-35548538	RALGAPA1	ENST00000680220	-
chr14:54436079-54436126	CNIH1	ENST00000557690	-
chr6:56468982-56468999	DST	ENST00000680361	-
chr6:131615324-131615341	MED23	ENST00000354577	-
chr1:81986901-81987029	ADGRL2	ENST00000686636	+
chr1:168065590-168065746	DCAF6	ENST00000367840	+
chr11:3361743-3361889	ZNF195	ENST00000399602	-
chr3:185926601-185926734	TRA2B	ENST00000453386	-
chr12:49026182-49027322	KMT2D	ENST00000301067	-
chr14:105493835-105493933	TEDC1	ENST00000392523	+
chr19:2207574-2207680	DOT1L	ENST00000398665	+
chr19:57475660-57475786	ZNF772	ENST00000356584	-
chr12:120766263-120766372	SPPL3	ENST00000353487	-
chr3:37091467-37091538	LRRFIP2	ENST00000336686	-
chr6:135050582-135050647	HBS1L	ENST00000367837	-
chr8:142345743-142345892	TSNARE1	ENST00000524325	-
chr8:143332487-143332657	TOP1MT	ENST00000518760	-
chr6:43781956-43782087	VEGFA	ENST00000672860	+
chr1:19342752-19342864	CAPZB	ENST00000375142	-
chr1:68482046-68482897	DEPDC1	ENST00000456315	-
chr5:119170190-119171280	DMXL1	ENST00000539542	+
chr5:146498536-146498686	TCERG1	ENST00000679501	+
chr19:52288042-52288115	ZNF766	ENST00000599581	+
chr15:89814114-89814294	ANPEP	ENST00000679248	-
chr16:297056-297226	AXIN1	ENST00000262320	-
chr22:23309424-23309483	BCR	ENST00000305877	+
chr11:2989129-2989271	NAP1L4	ENST00000526115	-
chr7:157256914-157257044	UBE3C	ENST00000348165	+
chr11:65581539-65583765	EHBP1L1	ENST00000309295	+
chr2:241320203-241320287	SEPTIN2	ENST00000402092	+
chr16:28121670-28121762	XPO6	ENST00000304658	-
chr1:29033093-29033245	EPB41	ENST00000343067	+
chr19:11232185-11232289	DOCK6	ENST00000587656	-
chr9:96515649-96515792	CDC14B	ENST00000463569	-
chr20:5756712-5756848	SHLD1	ENST00000442185	+
chr19:56827134-56827246	PEG3	ENST00000650102	-
chr13:21496052-21496160	MICU2	ENST00000382374	-
chr4:185684754-185684842	SORBS2	ENST00000449407	-
chr6:43781956-43782052	VEGFA	ENST00000523125	+
chr22:46281599-46281718	TTC38	ENST00000381031	+
chr2:203272646-203272748	CYP20A1	ENST00000429815	+
chr22:28719395-28719485	CHEK2	ENST00000404276	-
chr3:4312898-4313229	SETMAR	ENST00000425863	+
chr5:154838563-154838939	FAXDC2	ENST00000520461	-
chr3:17562019-17562142	TBC1D5	ENST00000429383	-
chr6:38003691-38003783	ZFAND3	ENST00000474522	+
chr12:8943801-8943910	M6PR	ENST00000000412	-
chr17:49732551-49732720	FAM117A	ENST00000240364	-
chr3:121719646-121719753	GOLGB1	ENST00000340645	-
chr22:40830840-40830956	ST13	ENST00000216218	-
chr11:86270083-86270157	EED	ENST00000351625	+
chr18:10741031-10741102	PIEZO2	ENST00000674853	-
chr5:178138108-178138258	RMND5B	ENST00000313386	+
chr10:132348963-132349057	LRRC27	ENST00000344079	+
chr2:240017815-240017905	NDUFA10	ENST00000307300	-
chr5:95487653-95487694	SKIC3	ENST00000698479	-
chrX:41339039-41339083	DDX3X	ENST00000644074	+
chr1:160261285-160261325	DCAF8	ENST00000475733	-
chr3:45690348-45690387	SACM1L	ENST00000418611	+
chr8:22059373-22059496	DMTN	ENST00000517418	+
chr14:24234113-24234241	GMPR2	ENST00000561035	+
chr5:31530798-31530924	DROSHA	ENST00000344624	-
chr1:77746399-77746556	USP33	ENST00000524536	-
chr9:5812889-5813035	ERMP1	ENST00000339450	-
chr6:689139-689212	EXOC2	ENST00000443083	-
chr16:28208987-28209055	XPO6	ENST00000566073	-
chr16:28177220-28177332	XPO6	ENST00000304658	-
chr14:45250031-45250138	MIS18BP1	ENST00000451174	-
chr20:492254-492364	CSNK2A1	ENST00000217244	-
chr17:78823113-78823183	USP36	ENST00000586066	-
chr19:10330460-10330526	RAVER1	ENST00000617231	-
chr16:57175539-57175700	PSME3IP1	ENST00000566681	-
chr9:19082873-19083043	HAUS6	ENST00000380502	-
chr16:25013863-25013956	ARHGAP17	ENST00000455311	-
chr3:53043136-53043254	SFMBT1	ENST00000482396	-
chr3:9468519-9468575	SETD5	ENST00000421188	+
chrX:2738203-2738256	CD99	ENST00000611428	+
chr15:60478568-60478660	ICE2	ENST00000560406	-
chr8:56074060-56074159	RPS20	ENST00000009589	-
chr22:32491086-32491181	FBXO7	ENST00000266087	+
chr17:3648847-3648931	CTNS	ENST00000046640	+
chr15:101322520-101322607	PCSK6	ENST00000611716	-
chr2:218434526-218434705	VIL1	ENST00000248444	+
chr1:41007449-41007545	CTPS1	ENST00000650070	+
chr22:37958374-37958471	POLR2F	ENST00000492213	+
chr16:89114339-89114487	ACSF3	ENST00000614302	+
chr10:6226192-6226365	PFKFB3	ENST00000379775	+
chr10:21682225-21682257	MLLT10	ENST00000307729	+
chr14:21230319-21230366	HNRNPC	ENST00000553300	-
chr2:174846880-174846957	CHN1	ENST00000409900	-
chr8:116689069-116689140	EIF3H	ENST00000522453	-
chr14:103571623-103571820	COA8	ENST00000409074	+
chr7:149020967-149021147	PDIA4	ENST00000652332	-
chr3:179602652-179602797	MRPL47	ENST00000476781	-
chr17:32202770-32202900	RHOT1	ENST00000545287	+
chr7:2544909-2545056	BRAT1	ENST00000340611	-
chr19:47086384-47086538	ZC3H4	ENST00000253048	-
chr12:101920109-101920201	DRAM1	ENST00000258534	+
chr17:43489449-43489534	DHX8	ENST00000262415	+
chr3:32449454-32449552	CMTM7	ENST00000334983	+
chr2:218245420-218245546	ARPC2	ENST00000315717	+
chr12:111746144-111746284	ACAD10	ENST00000313698	+
chr17:42021545-42021671	NKIRAS2	ENST00000393881	+
chr3:185495154-185495315	TMEM41A	ENST00000421852	-
chr20:63994916-63995092	PRPF6	ENST00000266079	+
chr8:56168028-56168386	PLAG1	ENST00000316981	-
chr7:35635135-35635458	HERPUD2	ENST00000311350	-
chr16:15047855-15047920	NTAN1	ENST00000287706	-
chr14:103336036-103336117	EIF5	ENST00000216554	+
chr15:80172149-80172248	FAH	ENST00000561421	+
chr19:43508775-43508864	ETHE1	ENST00000292147	-
chr2:27479509-27479604	IFT172	ENST00000260570	-
chr2:9414178-9414256	ITGB1BP1	ENST00000355346	-
chr3:42199177-42199253	TRAK1	ENST00000327628	+
chr12:48695999-48696162	CCNT1	ENST00000261900	-
chr14:31101180-31101324	HECTD1	ENST00000399332	-
chr9:37781986-37782137	EXOSC3	ENST00000327304	-
chr7:56054369-56054503	CCT6A	ENST00000275603	+
chr1:155261657-155261734	SCAMP3	ENST00000302631	-
chr9:127937434-127937523	DPM2	ENST00000314392	-
chr15:76295591-76295737	ETFA	ENST00000557943	-
chr7:138515212-138515359	TRIM24	ENST00000343526	+
chr9:37842089-37842286	DCAF10	ENST00000377724	+
chr9:6460573-6460791	UHRF2	ENST00000276893	+
chr11:8684823-8684892	RPL27A	ENST00000532359	+
chr17:7585946-7586078	MPDU1	ENST00000250124	+
chr12:2885283-2885534	RHNO1	ENST00000489288	+
chr12:26976260-26976357	TM7SF3	ENST00000343028	-
chr5:146172687-146172774	LARS1	ENST00000394434	-
chr19:40240045-40240110	AKT2	ENST00000392038	-
chr19:18926303-18926377	DDX49	ENST00000247003	+
chr9:109454496-109454574	PTPN3	ENST00000374541	-
chr1:151227320-151227400	PIP5K1A	ENST00000368888	+
chr20:37383757-37383874	SRC	ENST00000692423	+
chr11:34143445-34143528	NAT10	ENST00000257829	+
chr3:58412901-58412963	PXK	ENST00000356151	+
chr20:51689064-51689139	ATP9A	ENST00000338821	-
chr15:50596255-50596381	TRPM7	ENST00000646667	-
chr3:53849655-53849795	IL17RB	ENST00000288167	+
chr6:31937319-31937459	C2	ENST00000299367	+
chr9:33071740-33071892	SMU1	ENST00000397149	-
chr16:3777613-3777657	CREBBP	ENST00000262367	-
chr22:41607262-41607331	DESI1	ENST00000263256	-
chr8:76988307-76988338	PEX2	ENST00000357039	-
chr14:52744852-52744884	STYX	ENST00000354586	+
chr16:50072605-50072714	HEATR3	ENST00000299192	+
chr16:11733982-11734079	TXNDC11	ENST00000283033	-
chr11:71982761-71982915	RNF121	ENST00000361756	+
chr1:161356677-161356840	SDHC	ENST00000367975	+
chr4:112548253-112548380	ZGRF1	ENST00000505019	-
chr15:64118117-64118244	SNX1	ENST00000559844	+
chr10:21681332-21681376	MLLT10	ENST00000307729	+
chr2:85355555-85355598	ELMOD3	ENST00000409013	+
chr15:74904664-74904712	FAM219B	ENST00000357635	-
chr22:40364880-40365056	ADSL	ENST00000623063	+
chr12:7932987-7933147	SLC2A3	ENST00000075120	-
chr8:140514369-140514495	CHRAC1	ENST00000220913	+
chr1:150231777-150231926	ANP32E	ENST00000583931	-
chr5:141925410-141925527	DELE1	ENST00000432126	+
chr1:65429862-65430048	LEPROT	ENST00000371065	+
chr12:1777854-1778025	ADIPOR2	ENST00000357103	+
chr9:71734806-71734994	CEMIP2	ENST00000377044	-
chr11:113817658-113817837	USP28	ENST00000696973	-
chr13:51960148-51960322	ATP7B	ENST00000242839	-
chr13:51961837-51961913	ATP7B	ENST00000242839	-
chr3:50068690-50068764	RBM6	ENST00000266022	+
chr13:40807294-40807463	SLC25A15	ENST00000338625	+
chr3:139346878-139347044	MRPS22	ENST00000680020	+
chr2:163734903-163735072	FIGN	ENST00000333129	-
chr21:37430269-37430400	DYRK1A	ENST00000642309	+
chr6:42974003-42974086	PEX6	ENST00000304611	-
chr2:113717753-113717850	SLC35F5	ENST00000245680	-
chr15:72563394-72563500	ARIH1	ENST00000379887	+
chr20:34585437-34585580	PIGU	ENST00000217446	-
chrX:152862596-152862724	NSDHL	ENST00000370274	+
chr9:96321998-96322080	SLC35D2	ENST00000253270	-
chr1:8867988-8868057	ENO1	ENST00000234590	-
chr1:6632391-6632495	THAP3	ENST00000054650	+
chrX:71251178-71251244	ZMYM3	ENST00000314425	-
chr20:3213169-3213226	ITPA	ENST00000380113	+
chr12:105195585-105195627	APPL2	ENST00000258530	-
chr12:57292572-57292667	R3HDM2	ENST00000402412	-
chr7:129400290-129400384	AHCYL2	ENST00000325006	+
chr15:66495330-66495419	SNAPC5	ENST00000316634	-
chr1:8876199-8876302	ENO1	ENST00000646906	-
chrX:19354491-19354583	PDHA1	ENST00000422285	+
chr15:43768489-43768597	PDIA3	ENST00000300289	+
chr9:5805611-5805785	ERMP1	ENST00000339450	-
chr2:11578297-11578431	GREB1	ENST00000381486	+
chr12:68316581-68316610	MDM1	ENST00000682720	-
chr1:100878424-100878447	EXTL2	ENST00000450240	-
chr2:74205705-74205889	MTHFD2	ENST00000394053	+
chr20:1445666-1445830	NSFL1C	ENST00000216879	-
chr12:50087363-50087485	SMARCD1	ENST00000394963	+
chr1:153761570-153761676	INTS3	ENST00000318967	+
chr12:50088521-50088637	SMARCD1	ENST00000394963	+
chr20:17955365-17955475	SNX5	ENST00000377759	-
chr17:42498924-42499042	ATP6V0A1	ENST00000343619	+
chr2:61838538-61838705	FAM161A	ENST00000404929	-
chr8:26363721-26363890	PPP2R2A	ENST00000380737	+
chr1:161160366-161160506	USP21	ENST00000368002	+
chr17:63830809-63830935	PSMC5	ENST00000310144	+
chr1:26280765-26280932	SH3BGRL3	ENST00000270792	+
chr8:18064457-18064531	ASAH1	ENST00000637790	-
chr17:43177936-43177998	NBR1	ENST00000590996	+
chr4:82827369-82827632	SEC31A	ENST00000395310	-
chr6:151427482-151427582	RMND1	ENST00000444024	-
chr1:23810736-23810799	HMGCL	ENST00000374490	-
chr19:49351301-49351365	TEAD2	ENST00000593945	-
chr1:10467190-10467332	DFFA	ENST00000377038	-
chr2:200439122-200439328	SPATS2L	ENST00000409140	+
chr9:122984485-122984719	RABGAP1	ENST00000373647	+
chr2:190208880-190208913	HIBCH	ENST00000359678	-
chr14:58219694-58219729	ACTR10	ENST00000254286	+
chr1:205772496-205772567	RAB29	ENST00000367139	-
chr12:110036261-110036328	ANKRD13A	ENST00000261739	+
chr1:206602951-206603204	EIF2D	ENST00000271764	-
chr6:31965783-31966013	SKIC2	ENST00000375394	+
chr2:230202579-230202728	SP110	ENST00000258381	-
chr1:202911054-202911203	KLHL12	ENST00000367261	-
chr17:64516723-64516828	CEP95	ENST00000556440	+
chr4:3142766-3142886	HTT	ENST00000355072	+
chr8:22072326-22072450	DMTN	ENST00000358242	+
chr10:15838228-15838279	MINDY3	ENST00000277632	-
chr6:73621804-73621962	SLC17A5	ENST00000355773	-
chr6:30204656-30204765	TRIM26	ENST00000454678	-
chr1:214314762-214314872	SMYD2	ENST00000366957	+
chr5:34913470-34913578	RAD1	ENST00000382038	-
chr13:98016729-98016851	IPO5	ENST00000651721	+
chr17:39285478-39285573	FBXL20	ENST00000264658	-
chr2:42656200-42656302	MTA3	ENST00000405094	+
chr10:99841967-99842093	ABCC2	ENST00000647814	+
chr1:180189552-180189674	QSOX1	ENST00000367602	+
chr14:58359132-58359216	ARID4A	ENST00000355431	+
chr7:66209853-66209904	TPST1	ENST00000649664	+
chr17:740505-740600	TLCD3A	ENST00000308278	+
chr17:42951800-42951894	AARSD1	ENST00000427569	-
chr11:59795372-59795482	STX3	ENST00000337979	+
chr7:102397620-102397698	PRKRIP1	ENST00000397912	+
chr1:151239955-151240039	PIP5K1A	ENST00000368888	+
chr5:150548218-150548388	NDST1	ENST00000261797	+
chr6:41744658-41744808	PGC	ENST00000373025	-
chr6:43143417-43143620	PTK7	ENST00000230419	+
chr7:99388039-99388261	ENSG00000284292	ENST00000638617	+
chr18:36170063-36170196	ELP2	ENST00000358232	+
chr19:48151232-48151339	LIG1	ENST00000263274	-
chr12:120522214-120522363	COQ5	ENST00000288532	-
chr7:100079536-100079656	ZNF3	ENST00000299667	-
